"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",0.994293803627494,1.72851123433876,1.7961441526408,2.2276006641571,2.2866192872626,2.46739295303721,2.50769878073128,2.75716319183301
"2",0.996103812483824,1.90692114005577,2.35975850539053,2.59098344105938,2.67185298634685,2.82815322094144,2.79174357875999,2.86174176875133
"3",0.998247269451257,1.90707368950897,2.21265854373148,2.50267204839354,2.48866642011518,2.64923190630587,2.69016923432954,2.82828517591776
"4",0.99996833394062,1.92127570169675,2.14918442256113,2.33762569302513,2.60311785607948,2.43329582511994,2.61674824240689,2.6398266058474
"5",1.00873445486717,1.92093713071189,2.46433787950479,2.5692803097886,2.77112902488346,2.61729281328604,2.68217912899573,2.73820276456875
"6",1.00060062255383,1.82347699068648,1.81152575200035,1.8780493464773,1.77805616646834,2.38623175613756,2.54204321012543,2.55373172269111
"7",1.0011315341384,1.78918381671645,2.10971693304721,2.13416942655606,2.1702169697739,2.17638833770094,2.37521673553465,2.53346263056813
"8",1.00064292617699,1.80359043073036,2.07820903484312,2.23053727273597,2.48078371163737,2.62934852640063,2.60971071378826,2.63831689915324
"9",0.994899179943576,1.8605058468994,2.15911299943616,2.10200380487473,2.06844753683614,2.55038047468097,2.47113785891804,2.55571645977301
"10",0.995782916553424,1.88554632229772,2.2071663368361,2.36905248632651,2.41280157977503,2.60283729522172,2.72977304940098,2.78551995847907
"11",1.00452737137148,1.90086165392833,2.58472508017497,2.70335425754219,2.56407317864426,2.65675660968774,2.67506852527137,2.79177279415303
"12",0.989851777262283,1.89961305926919,2.15606008878021,2.09582581562684,2.41497051496457,2.55543324892635,2.56041419839949,2.56395291646086
"13",0.998805904629598,1.89481319203009,2.36382721507606,2.57361567163934,2.80002329025506,2.57411339166016,2.98715904849352,2.96252247844205
"14",1.00321139467115,1.93222218924172,2.01561388527363,1.96595335454482,2.3180027328418,2.32772991944844,2.4613028194802,2.5521745548854
"15",0.989463011430466,1.74091191486853,1.92688441297505,2.01761410398616,2.27158414791126,2.36506358840652,2.46602078648533,2.47428726918849
"16",1.00048068409372,1.92359071152647,2.42057379569509,2.75610111858759,2.86209923713499,2.45115773943297,2.6128119379317,2.90657053379648
"17",0.996270748208802,2.01602946759272,1.97683658150664,1.9752767251411,2.06898027611943,2.37498957948484,2.448496798259,2.42894262533993
"18",0.993825573983741,1.77016493335737,1.78136754678729,1.79482667743429,2.18467006601695,2.44512729700833,2.44416239855126,2.35077083616928
"19",0.998332383775072,1.949095922921,2.16593499137129,2.4764636653899,2.43535941692598,2.47158598956145,2.48103385301189,2.64816886139872
"20",0.993660259775847,1.90796146069637,2.21550845885024,2.09582581562684,2.29884073511705,2.23447611177372,2.24258627974226,2.61777263195418
"21",0.987320776855273,1.8330484995408,2.18143219160274,2.08951033371059,2.44905448266832,2.44552332891847,2.59163803673875,2.71368967875715
"22",0.989399050216597,1.95594564584363,2.20600687151348,2.40549234973416,2.40455800022928,2.44910676613548,2.47240919815409,2.43615971544916
"23",1.00992459911868,1.89706669425343,2.27669409562224,2.67583171036495,2.58433605906612,2.24216690799041,2.40556260194229,2.6902871596494
"24",0.99436158709012,1.88440968499523,2.22620004636649,2.6016768299385,2.4581431465092,2.4796560467717,2.71672401955686,2.68807980252595
"25",1.0028937771621,1.9065076133265,2.4524304336598,2.44801692850961,2.39033463181176,2.53280656059379,2.55357978020019,2.65775310754193
"26",0.995116010941187,1.86233391351051,2.22560555591616,2.58785738109777,2.61171529948416,2.7295689684319,2.69886293946406,2.78869995929084
"27",0.988749803301731,1.9422828620146,2.35772895862358,2.67365281945336,2.63491673757183,2.66248371467792,2.72256787904431,2.83514860459821
"28",0.996820131725568,1.84929099844192,2.10997667543748,2.08829436586166,2.37724357138451,2.38310910682651,2.41756040769563,2.6177458050965
"29",0.998439062549938,1.78594932698573,1.96320210110188,1.9423274405415,2.37541174790674,2.46818673801143,2.5104497621097,2.42766788784445
"30",0.995663969935302,1.8283463071165,2.10934921757958,2.09319774658683,2.24335363133673,2.42189170114272,2.60514475745401,2.37299839780607
"31",1.00255258409989,1.98649749919614,2.43487507654095,2.51534460203557,2.74844170863583,2.87987750927,2.91192121268057,2.6267306171118
"32",0.997967166778195,1.96794469540106,2.20213507089926,2.14341179687333,2.42843276816683,2.49750972774634,2.59518203601421,2.6504853665315
"33",0.988381657237577,1.85657497302051,1.51274878539761,1.06044325490485,2.29346448673975,1.6339480707017,2.47373275749135,2.69182895037077
"34",0.995243429034269,1.82373775616973,1.94436631663866,2.29765474346906,2.55715536773739,2.71514082688676,2.81048633500984,2.8152585384834
"35",0.985764150592166,1.86839450948377,1.95862302969031,1.99705333552554,2.4056226530901,2.29393262431337,2.45158556106111,2.58692879439648
"36",0.999246262368243,2.05486186699745,2.41832726889042,2.5315048987629,2.4869077392279,2.62446456120681,2.71182762778497,2.72350350149109
"37",1.00785994613192,1.9160116324511,2.31393571786126,2.54973380644003,2.53652407301898,2.65957972373625,2.74219678562189,2.80033703255944
"38",1.01316625806466,2.08551012387261,2.35844189372012,2.7199901566768,2.76800432795796,2.85626888750347,2.63513384019178,2.91441919783913
"39",0.990333511508672,1.83700287224971,1.74510045457484,2.19660545002061,1.95354787120498,2.46543077550585,2.54607744702741,2.78131817700501
"40",0.996928410776084,1.8490293263982,2.1162314514995,2.01875671971824,2.52011687830659,2.63007333136758,2.67648366784363,2.86802376704856
"41",1.00202171169792,1.88030008683971,2.07482805142528,2.20360545899514,2.46388303078365,2.47045066937875,2.59057454511645,2.72720615419132
"42",0.99809038887907,1.91358588629227,2.25754247590989,2.26938906821633,2.52863753049377,2.5598377340475,2.57443175256414,2.66808541708871
"43",0.998917450388007,1.86149892591445,2.25283593685314,2.32353250869539,2.51383462063684,2.55647033439182,2.50908436841385,2.50287377409853
"44",0.999387669800939,1.97511455844232,2.31386822133938,2.36459220506085,2.30569760027056,2.63903465942039,2.71590829931384,2.73398457276279
"45",0.994399988037789,1.78618387027567,1.91627873988514,1.91472036519013,2.28915743675815,2.53610376961458,2.8594995181351,2.8775393767932
"46",0.998973286423612,1.84361885138596,2.00681771814391,2.04089090627471,2.3498357163727,2.47818686446502,2.48379126240092,2.47383799427802
"47",1.00562022491617,1.89717865889557,2.35037226716925,2.17971960370268,2.53568880740346,2.46422695213238,2.54265908463349,2.50654121950291
"48",1.00268593137944,1.9543614000809,2.16496044282045,2.36516158097669,2.70462410996857,2.73932538146962,2.83840263009124,2.80780706656161
"49",0.991312334890983,1.77609405604667,1.96493925443598,2.26470281112865,2.32221386356732,2.3681542092656,2.41977565173834,2.65470805749112
"50",0.991627680524014,1.78346907099835,2.03631687275662,1.88872316428108,2.06628007706938,2.28109119713025,2.39077521402413,1.69916859555334
"51",1.00323934344057,1.88927145697445,2.27497310430567,2.3085128887939,2.51927872219065,2.31753937020688,2.36547775160005,2.79803706230707
"52",0.993490016593878,2.00169259640141,2.5813870318568,2.74944287312442,2.61953955013488,2.70843076246415,2.72051818465809,2.72566926231208
"53",0.993994086287446,1.88366562155998,2.07687432714736,1.70794286228429,2.03938728976794,2.28337924330427,2.39933868864977,2.71008514209105
"54",0.999067083815272,1.89274487825837,2.04588253643093,2.25099098410921,2.39095585781092,2.43290940154871,2.52636645952912,2.5644885517234
"55",1.00532762656135,1.90785562715758,2.21741987912786,2.27575905399212,2.26690914168236,2.53465093691379,2.48996142101871,2.64594391976997
"56",0.999782119593832,2.01527552475185,2.56331540817783,2.65714613890703,2.75440402293604,2.50905075875101,2.88360471083294,2.94575378145457
"57",1.01908158175333,1.87893478485538,2.13316302606034,2.19095079716504,2.54169093491826,2.65394871664028,2.60044114241934,2.63853719188777
"58",0.995202209365433,1.53594810459101,1.55272419562465,1.77987138458462,2.20640730656973,2.23543120546499,2.40535121113385,2.5674277802857
"59",1.00585472689386,1.86935111637008,2.21670382090731,2.34495177864708,2.39788361664225,2.62418713499457,2.34116421858282,2.33205414425652
"60",0.999852432233629,1.87301944875309,2.20173188941651,2.73459137603334,2.86024147967452,2.93722889926831,2.93914412531818,2.9278688483788
"61",1.00499158065037,1.99266229124054,2.38008945002786,2.49477310384105,2.7782197937804,2.72007988088561,2.50908918404008,2.89063983294893
"62",1.00483489592347,1.90758628974896,2.25416460004768,2.26968702018736,2.42053896871348,2.49947557429864,2.41463756840725,2.57165634621452
"63",1.00061174251785,1.70637212544083,1.76719674261076,1.87363057077642,2.26690274941362,2.36565751869726,2.41999194129116,2.62457962957296
"64",0.997565329146922,2.06588832822207,2.33760352175443,2.43868436755552,2.59513311719825,2.64974512156338,2.40137475939101,2.45298750827143
"65",0.994508900165836,1.8312545531822,2.17760212488083,2.53956707598236,2.67687316682261,2.69147369929254,2.74698969871903,2.80541219245307
"66",1.01042070902377,1.87166224987745,2.09251213878954,2.54226540166684,2.70204813140681,2.74889967959271,2.75000718810121,2.82454065090522
"67",1.00219192303345,1.82795464073815,2.05675983079066,2.10790724032105,2.39013330411127,2.35968746611457,2.58164646379246,2.67926009199303
